X,Y,OBJECTID,PARCEL_ID,addcombo,PROP_CITY_NM,PROP_STATE,PROP_ZIP_CD,FINAL_BID_AMT
13496639.756889760494232,332236.795931756496429,6724,21006872.,12126 CORBETT,DETROIT,MI,48213,6800
13495540.086942255496979,331365.60728345811367,6725,21006539.,11730 MAIDEN,DETROIT,MI,48213,
13500611.818569555878639,344203.56988188624382,6726,21021414.,14830 MADDELEIN,DETROIT,MI,48205,
13496550.715223103761673,330025.813320204615593,6727,21036700.,6061 LEIDICH,DETROIT,MI,48213,
13501330.129593178629875,346141.822178483009338,6728,21023360.,15031 MANNING,DETROIT,MI,48205,
13501136.306430444121361,345963.348425194621086,6729,21023109-10,14986 MANNING,DETROIT,MI,48205,
13498544.015419945120811,345458.228018373250961,6730,21022778.,14164 LIBERAL,DETROIT,MI,48205,
13509483.201115489006042,317884.209645673632622,6731,21055102.,300 CHALMERS,DETROIT,MI,48213,1200
13500434.329724416136742,345359.924212604761124,6732,21022431.,14804 NOVARA,DETROIT,MI,48205,
13499703.60236220061779,343837.391076117753983,6733,21020723.,14600 E SEVEN MILE,DETROIT,MI,48205,
13500798.251640424132347,344550.366469815373421,6734,21021714.,14910 LAPPIN,DETROIT,MI,48205,
13499758.628937,342738.30511811375618,6735,21018755.,14608 FAIRCREST,DETROIT,MI,48205,
13499699.826771646738052,347361.105643048882484,6736,21025362.002L,14647 FAIRMOUNT DR,DETROIT,MI,48205,1300
13498875.927493438124657,346183.839895009994507,6737,21023616.,14404 TACOMA,DETROIT,MI,48205,
13499923.492782145738602,344894.441601052880287,6738,21022084.,14704 CORAM,DETROIT,MI,48205,
13500205.937664046883583,345512.757545933127403,6739,21022497.,14763 NOVARA,DETROIT,MI,48205,
13498918.93077427148819,344454.364829391241074,6740,21021764.,14390 LAPPIN,DETROIT,MI,48205,
13499240.523950129747391,344330.205052495002747,6741,21021495.,14453 MADDELEIN,DETROIT,MI,48205,
13500831.553149610757828,348723.845144361257553,6742,21027164.,14955 COLLINGHAM,DETROIT,MI,48205,
13499112.941272959113121,341323.795275583863258,6743,21055596-7,14403 SPRING GARDEN,DETROIT,MI,48205,7600
13500898.904527559876442,345669.621719166636467,6744,21022720.,14938 LIBERAL,DETROIT,MI,48205,
13501177.123031497001648,346444.779199481010437,6745,21023861.,15001 TACOMA,DETROIT,MI,48205,
13499008.116797894239426,343520.633530184626579,6746,21019783.,14400 FORDHAM,DETROIT,MI,48205,
13501229.797900259494781,345685.14337269961834,6747,21022709.,15004 LIBERAL,DETROIT,MI,48205,
13500607.192585304379463,348543.47670604288578,6748,21028439-44,15296 GRATIOT,DETROIT,MI,48205,50001
13499642.830380573868752,346057.151246726512909,6749,21023317.,14553 MANNING,DETROIT,MI,48205,
13499679.522965878248215,344702.342191606760025,6750,21021805.,14543 LAPPIN,DETROIT,MI,48205,
13501260.111548557877541,346138.58267717063427,6751,21023358.,15017 MANNING,DETROIT,MI,48205,
13501309.654199481010437,345689.022965878248215,6752,21022706.,15022 LIBERAL,DETROIT,MI,48205,
13496970.020013123750687,342277.5748031437397,6753,21018177.,13715 GLENWOOD,DETROIT,MI,48205,
13498668.195866137742996,342145.202755898237228,6754,21018116.,14238 GLENWOOD,DETROIT,MI,48205,
13497753.893700793385506,342140.722112864255905,6755,21018140.,13986 GLENWOOD,DETROIT,MI,48205,
13497638.85728345811367,343081.230643048882484,6756,21019451.,13924 EASTWOOD,DETROIT,MI,48205,
13496677.228674545884132,341660.149934381246567,6757,21017532.,13651 MAPLERIDGE,DETROIT,MI,48205,
13496393.423228353261948,343525.942913383245468,6758,21029476.,18976 SCHOENHERR,DETROIT,MI,48205,
13497022.241141736507416,343050.622375324368477,6759,21019468.,13800 EASTWOOD,DETROIT,MI,48205,
13497055.803149610757828,342282.754265084862709,6760,21018178.,13805 GLENWOOD,DETROIT,MI,48205,
13501270.302493438124657,331670.514435693621635,6761,21053143.,5965 EASTLAWN,DETROIT,MI,48213,
13497435.129265084862709,345559.355314955115318,6762,21029309.,19603 HOYT,DETROIT,MI,48205,
13497435.271653547883034,345596.37007874250412,6763,21029308.,19611 HOYT,DETROIT,MI,48205,
13498676.604330703616142,346168.859908133745193,6764,21023620.,14194 TACOMA,DETROIT,MI,48205,
13500714.341535434126854,337275.03740157186985,6765,21010197.,14745 KILBOURNE,DETROIT,MI,48213,
13498180.430446192622185,342293.221784770488739,6766,21018196.,14069 GLENWOOD,DETROIT,MI,48205,
13498228.817913383245468,341342.770997375249863,6767,21017271.,14161 SPRING GARDEN,DETROIT,MI,48205,
13498205.983923882246017,342566.271325454115868,6768,21018527.,14075 LINNHURST,DETROIT,MI,48205,
13497430.294291332364082,346713.988845139741898,6769,21024868.,13916 ROSSINI DRIVE,DETROIT,MI,48205,
13498027.991469815373421,348076.817913383245468,6770,21026563.,14078 EDMORE DR,DETROIT,MI,48205,15400
13498019.739829391241074,346013.333005249500275,6771,21023285.,14065 MANNING,DETROIT,MI,48205,
13496776.722112864255905,345786.478018373250961,6772,21029377.,19655 RENO,DETROIT,MI,48205,
13499860.318897634744644,332347.14829395711422,6773,21005229.,13067 EVANSTON,DETROIT,MI,48213,
13497071.302821516990662,346091.453412070870399,6774,21023662.,13840 TACOMA,DETROIT,MI,48205,
13497138.287729665637016,348029.273950129747391,6775,21026584.,13870 EDMORE DR,DETROIT,MI,48205,
13497434.534120738506317,348687.583989500999451,6776,21027537.,14002 CARLISLE,DETROIT,MI,48205,15000
13498267.679461941123009,345669.250656172633171,6777,21029233.,19618 ANVIL,DETROIT,MI,48205,
13496542.831364825367928,339338.057742789387703,6778,21015264.,13254 ROCHELLE,DETROIT,MI,48205,
13506543.234251961112022,324844.874343827366829,6779,21060657-0,2605 PHILIP,DETROIT,MI,,
13506548.590223103761673,325195.533136487007141,6780,21060132-3,2666 PHILIP,DETROIT,MI,,
13499205.812664046883583,333682.72670604288578,6781,21007044.,13053 CORBETT,DETROIT,MI,48213,
13497849.103346452116966,336337.301181107759476,6782,21010131.,13041 KILBOURNE,DETROIT,MI,48213,
13497814.054461941123009,338183.149934381246567,6783,21012404.,13335 LORETTO,DETROIT,MI,48205,
13497575.395341202616692,337877.622703418135643,6784,21012249.,13134 LORETTO,DETROIT,MI,48205,
13497920.821850389242172,336372.78248031437397,6785,21010133.,13061 KILBOURNE,DETROIT,MI,48213,
13501961.994750648736954,328456.396981626749039,6786,21050803.,4885 DREXEL,DETROIT,MI,48213,
13501672.043963253498077,331740.4498031437397,6787,21053998.,5937 NEWPORT,DETROIT,MI,48213,
13499962.10662730038166,339319.757217854261398,6788,21015072.,14631 MAYFIELD,DETROIT,MI,48205,
13499193.354986876249313,341165.961942255496979,6789,21017234.,14424 SPRING GARDEN,DETROIT,MI,48205,
13499222.247047245502472,339704.242782145738602,6790,21015498.,14418 YOUNG,DETROIT,MI,48205,
13498756.918307080864906,346342.424540683627129,6791,21023812-3,14211 TACOMA,DETROIT,MI,48205,
13500316.455052495002747,340328.596784770488739,6792,21016316.,14710 CEDARGROVE,DETROIT,MI,48205,
13498718.858595803380013,345466.875656172633171,6793,21022773.,14200 LIBERAL,DETROIT,MI,48205,
13498767.604658797383308,337190.56988188624382,6794,21010717.,13417 GLENFIELD,DETROIT,MI,48213,
13499086.543307080864906,338025.013451442122459,6795,21011624.,14289 FLANDERS,DETROIT,MI,48205,
13497505.489173233509064,336168.047572180628777,6796,21010123.,12825 KILBOURNE,DETROIT,MI,48213,
13498225.252952754497528,340430.262139111757278,6797,21016446.,14157 CEDARGROVE,DETROIT,MI,48205,
13497802.61089238524437,340832.464566931128502,6798,21016972.,14102 SEYMOUR,DETROIT,MI,48205,
13497803.595800518989563,340546.061351701617241,6799,21016679.,12930 GROVER,DETROIT,MI,48205,
13497259.729330703616142,340817.562664046883583,6800,21016985.,13810 SEYMOUR,DETROIT,MI,48205,
13497884.947178483009338,336355.064632549881935,6801,21010132.,13051 KILBOURNE,DETROIT,MI,48213,
13497852.472769021987915,338014.43011811375618,6802,21012243.,13326 LORETTO,DETROIT,MI,48205,
13497881.61515748500824,337077.184711292386055,6803,21011120.,13113 WILFRED,DETROIT,MI,48213,
13496715.66240157186985,339923.022309705615044,6804,21016114.,13434 HAZELRIDGE,DETROIT,MI,48205,
13496743.74507874250412,339632.002624675631523,6805,21015570.,13366 YOUNG,DETROIT,MI,48205,
13497146.170275583863258,339050.205380573868752,6806,21014963.,12426 LAUREL,DETROIT,MI,48205,
13497596.618766397237778,338455.986220479011536,6807,21014424.,13982 HOUSTON-WHITTIER,DETROIT,MI,48205,
13498109.641732290387154,341123.729658797383308,6808,21017258.,14144 SPRING GARDEN,DETROIT,MI,48205,
13497957.314632549881935,338254.224081367254257,6809,21012408.,13367 LORETTO,DETROIT,MI,48205,
13496861.771325454115868,339063.685695543885231,6810,21049179.,12400 DICKERSON,DETROIT,MI,48205,
13497878.18503937125206,340834.337926506996155,6811,21016970.,14112 SEYMOUR,DETROIT,MI,48205,
13497406.698162734508514,337625.819553807377815,6812,21011860.,13081 JANE,DETROIT,MI,48205,
13498052.448162734508514,336190.775918632745743,6813,21009932.,13066 KILBOURNE,DETROIT,MI,48213,
13497627.01476377248764,340827.725721791386604,6814,21016975.,13882 SEYMOUR,DETROIT,MI,48205,
13497966.495734915137291,338660.951443567872047,6815,21014495.,14115 HOUSTON-WHITTIER,DETROIT,MI,48205,
13497184.579724416136742,339808.191272959113121,6816,21015880.,13915 YOUNG,DETROIT,MI,48205,
13498704.848097115755081,337159.564632549881935,6817,21010715.,13403 GLENFIELD,DETROIT,MI,48213,
13499015.292979,337310.706036746501923,6818,21010723.,14211 GLENFIELD,DETROIT,MI,48213,
13499013.454068243503571,337633.970800518989563,6819,21011150.,14241 WILFRED,DETROIT,MI,48213,
13502266.784120738506317,329126.890748038887978,6820,21052502.,5045 LAKEVIEW,DETROIT,MI,48213,
13502655.640748038887978,329368.284776896238327,6821,21053057.,5050 EASTLAWN,DETROIT,MI,48213,
13500096.293635174632072,340496.003280833363533,6822,21016494.,14667 CEDARGROVE,DETROIT,MI,48205,
13456826.72670604288578,334950.146981626749039,6823,12011501.,16263 PARKSIDE,DETROIT,MI,48221,9400
13503169.63484251499176,346867.533136487007141,6824,21024551.,15675 E STATE FAIR,DETROIT,MI,48205,
13505783.244094491004944,324206.946850389242172,6825,21054891.,2563 LAKEWOOD,DETROIT,MI,48215,
13506250.843503937125206,324769.661089241504669,6826,21059681-2,2621 MARLBOROUGH,DETROIT,MI,,
13501714.56922572851181,346799.838910758495331,6827,21024513.,15245 E STATE FAIR,DETROIT,MI,48205,
13456710.33333332836628,334297.829396322369576,6828,12005794.,16132 WILDEMERE,DETROIT,MI,48221,8500
13499805.877952754497528,333973.878280833363533,6829,21007059.,13319 CORBETT,DETROIT,MI,48213,
13503443.209645673632622,329632.357611551880836,6830,21055979.,5025 CHALMERS,DETROIT,MI,48213,
13504861.556758522987366,326827.713582679629326,6831,21056049.,3929 CHALMERS,DETROIT,MI,48213,
13500533.540026247501373,341230.916994750499725,6832,21017192.,14826 SPRING GARDEN,DETROIT,MI,48205,
13500562.172900259494781,339624.977034121751785,6833,21015385.,14821 ROCHELLE,DETROIT,MI,48205,
13501552.89337269961834,334799.191601052880287,6834,21007111.,14916 ELMDALE,DETROIT,MI,48224,
13501192.095472440123558,339195.689632549881935,6835,21014859.,15010 MAYFIELD,DETROIT,MI,48205,
13499313.336942255496979,336641.658464565873146,6836,21009785.,14203 ROSEMARY,DETROIT,MI,48213,
13501701.473425194621086,332065.232611551880836,6837,21053972.,5990 NEWPORT,DETROIT,MI,48213,
13500539.974409446120262,330567.861876636743546,6838,21049924.,5749 LENOX,DETROIT,MI,48213,
13501731.344160109758377,329820.873687669634819,6839,21051449.,5282 COPLIN,DETROIT,MI,48213,
13500135.863517060875893,341608.524278208613396,6840,21017447.,14678 MAPLERIDGE,DETROIT,MI,48205,
13502621.854002624750137,328788.845472440123558,6841,21052359.,4886 LAKEVIEW,DETROIT,MI,48213,
13504285.413713917136192,324220.133858263492584,6842,21000953.,13201 CHARLEVOIX,DETROIT,MI,48215,
13503814.932086616754532,327728.077427819371223,6843,21053893-4,4374 NEWPORT,DETROIT,MI,48215,1200
13502334.013123363256454,327722.468832015991211,6844,21050825.,4661 DREXEL,DETROIT,MI,48215,
13501256.127296581864357,338596.789370074868202,6845,21014332.,15020 HOUSTON-WHITTIER,DETROIT,MI,48205,
13498770.222112864255905,334504.226377949118614,6846,21007909-10,13042 CHELSEA,DETROIT,MI,48213,
13500543.812007874250412,334130.358595803380013,6847,21006773.,14200 CORBETT,DETROIT,MI,48213,
13499490.551181107759476,332961.00984251499176,6848,21006069.,13040 WADE,DETROIT,MI,48213,
13499924.965223103761673,332374.071522310376167,6849,21005231.,13081 EVANSTON ST,DETROIT,MI,48213,
13499881.814304456114769,336101.374343827366829,6850,21009131.,14257 PROMENADE,DETROIT,MI,48213,
13456180.942257210612297,333195.311679795384407,6851,12012043.,15780 FAIRFIELD,DETROIT,MI,48221,
13506517.798556432127953,324610.674540683627129,6852,21059256-0,2564 MARLBOROUGH,DETROIT,MI,,
13500517.363517060875893,333971.371391072869301,6853,21006730.,13445 MAIDEN,DETROIT,MI,48213,
13499444.77329395711422,333262.986876636743546,6854,21006425.,13060 MAIDEN,DETROIT,MI,48213,
13500686.980971127748489,341099.751640424132347,6855,21017079.,14857 SEYMOUR,DETROIT,MI,48205,
13501735.16010499000549,337912.285761147737503,6856,21010787.,15005 GLENFIELD,DETROIT,MI,48213,
13499502.757874011993408,335090.630577430129051,6857,21008239.,13363 CHELSEA,DETROIT,MI,48213,
13500353.421916,336986.314632549881935,6858,21009804.,14445 ROSEMARY,DETROIT,MI,48213,
13500350.386154860258102,337870.346128612756729,6859,21010752.,14711 GLENFIELD,DETROIT,MI,48213,
13500768.447834640741348,338303.253937005996704,6860,21011242.,14824 FLANDERS,DETROIT,MI,48205,
13500248.190616801381111,335014.257545933127403,6861,21007489.,14226 LONGVIEW,DETROIT,MI,48213,
13501660.715879261493683,339495.198818892240524,6862,21056660-5,12535 HAYES,DETROIT,MI,48205,
13500236.293307080864906,335880.439304456114769,6863,21008671.,14303 WILSHIRE,DETROIT,MI,48213,
13500255.516404196619987,335456.181430444121361,6864,21008265.,14269 CHELSEA,DETROIT,MI,48213,
13500795.849081367254257,334251.860564306378365,6865,21006766.,14260 CORBETT,DETROIT,MI,48213,
13499278.960958,334304.261811017990112,6866,21007516.,13120 LONGVIEW,DETROIT,MI,48213,
13499722.859251961112022,332594.783136487007141,6867,21005605.,13059 HAMPSHIRE,DETROIT,MI,48213,
13499716.509514436125755,333069.451115489006042,6868,21006062.,13088 WADE,DETROIT,MI,48213,
13499087.19422572851181,333790.733595803380013,6869,21007169.,13040 ELMDALE,DETROIT,MI,48213,
13499099.526574805378914,334217.22244094312191,6870,21007521.,13080 LONGVIEW,DETROIT,MI,48213,
13499382.210301831364632,335853.906824141740799,6871,21009118.,13409 PROMENADE,DETROIT,MI,48213,
13500490.489173233509064,334701.001968502998352,6872,21007442.,14245 ELMDALE,DETROIT,MI,48213,
13499742.81922572851181,336030.512139111757278,6873,21009127.,14225 PROMENADE,DETROIT,MI,48213,
13498978.467847764492035,335656.36581364274025,6874,21009106.,13319 PROMENADE,DETROIT,MI,48213,
13500344.66732282936573,335280.5501968562603,6875,21007856.,14268 CHELSEA,DETROIT,MI,48213,
13499382.196194231510162,337096.337926506996155,6876,21010172.,14259 KILBOURNE,DETROIT,MI,48213,
13500539.39763779938221,337280.681430444121361,6877,21010192.,14711 KILBOURNE,DETROIT,MI,48213,
13500968.221784770488739,337403.056430444121361,6878,21010248.,14808 LANNETTE,DETROIT,MI,48213,
13499653.493110239505768,333548.479002624750137,6879,21006705.,13125 MAIDEN,DETROIT,MI,48213,
13500015.691272959113121,335771.755249351263046,6880,21008665.,14253 WILSHIRE,DETROIT,MI,48213,
13500041.480971127748489,334484.501640424132347,6881,21007431.,13405 ELMDALE,DETROIT,MI,48213,
13500556.205052495002747,338458.388451442122459,6882,21011652.,14787 FLANDERS,DETROIT,MI,48205,
13501027.145669296383858,337576.198162734508514,6883,21010294.,14827 LANNETTE,DETROIT,MI,48213,
13499077.871719166636467,334446.817585304379463,6884,21007759.,13097 LONGVIEW,DETROIT,MI,48213,
13499350.200787395238876,333217.48523622751236,6885,21006428.,13040 MAIDEN,DETROIT,MI,48213,
13500608.0820209980011,337577.271325454115868,6886,21010284.,14743 LANNETTE,DETROIT,MI,48213,
13498699.003608927130699,335307.923556432127953,6887,21008796.,13104 PROMENADE,DETROIT,MI,48213,
13501648.24081364274025,338043.210629925131798,6888,21010792.,14990 WILFRED,DETROIT,MI,48213,
13501929.473425194621086,329696.595800518989563,6889,21052492.,5243 LAKEVIEW,DETROIT,MI,48213,
13502592.239501312375069,329593.661417320370674,6890,21003135.,14116 FRANKFORT,DETROIT,MI,48213,
13500999.0390419960022,332647.476377949118614,6891,21004994.,13428 EVANSTON,DETROIT,MI,48213,
13502341.463582679629326,331788.950459316372871,6892,21055930.,5813 CHALMERS,DETROIT,MI,48213,
13500523.378608927130699,333785.559383198618889,6893,21006393.,13430 MAIDEN,DETROIT,MI,48213,
13501986.987204730510712,332162.807742789387703,6894,21054723.,5982 LAKEWOOD,DETROIT,MI,48213,
13500491.955380573868752,333770.25984251499176,6895,21006394.,13422 MAIDEN,DETROIT,MI,48213,
13500553.243766397237778,331153.922572180628777,6896,21050754.,5931 DREXEL,DETROIT,MI,48213,
13502291.408792644739151,330529.309055119752884,6897,21054019.,5525 NEWPORT,DETROIT,MI,48213,
13503120.944553807377815,331124.840223103761673,6898,21059504.,5557 MARLBOROUGH,DETROIT,MI,48224,
13500867.398622050881386,332765.257545933127403,6899,21005258.,13413 EVANSTON,DETROIT,MI,48213,
13503262.523622050881386,330505.611548557877541,6900,21055426.,5266 CHALMERS,DETROIT,MI,48213,
13501224.087926506996155,333457.052165359258652,6901,21005680.,14266 CAMDEN,DETROIT,MI,48213,
13501565.306758522987366,333185.576115489006042,6902,21005456.,14300 HAMPSHIRE,DETROIT,MI,48213,
13500678.224737539887428,331256.086614176630974,6903,21050712.,5936 DREXEL,DETROIT,MI,48213,
13500921.029855638742447,332915.355314955115318,6904,21005474.,13432 HAMPSHIRE,DETROIT,MI,48213,
13501532.956036746501923,333172.138123363256454,6905,21005457.,14294 HAMPSHIRE,DETROIT,MI,48213,
13501611.981955379247665,328888.27263779938221,6906,21049821.,5058 LENOX,DETROIT,MI,48213,
13502838.301509186625481,331684.061679795384407,6907,21059491.,5753 MARLBOROUGH,DETROIT,MI,48224,
13501270.74015748500824,341484.081692919135094,6908,21017345.,15045 SPRING GARDEN,DETROIT,MI,48205,
13500011.815288707613945,340026.445866137742996,6909,21016047.,14646 HAZELRIDGE,DETROIT,MI,48205,
13500753.3710629940033,331728.442585304379463,6910,21051496.,6014 COPLIN,DETROIT,MI,48213,
13500991.592191606760025,340649.748687669634819,6911,21016597.,14918 TROESTER,DETROIT,MI,48205,
13501006.446522310376167,340357.488845139741898,6912,21016300.,14916 CEDARGROVE,DETROIT,MI,48205,
13501012.37992125749588,340231.00492125749588,6913,21016227.,14915 HAZELRIDGE,DETROIT,MI,48205,
13499717.38976377248764,339596.239173233509064,6914,21015365.,14515 ROCHELLE,DETROIT,MI,48205,
13500788.807742789387703,339183.886154860258102,6915,21014870.,14860 MAYFIELD,DETROIT,MI,48205,
13501028.128608927130699,339930.206692919135094,6916,21015960.,14915 YOUNG,DETROIT,MI,48205,
13499561.244422569870949,340008.056430444121361,6917,21016058.,14486 HAZELRIDGE,DETROIT,MI,48205,
13500552.516076117753983,340632.660761147737503,6918,21016609.,14828 TROESTER,DETROIT,MI,48205,
13501371.924540683627129,339201.068897634744644,6919,21014854.,15046 MAYFIELD,DETROIT,MI,48205,
13501359.294947504997253,340244.243438318371773,6920,21016235.,15053 HAZELRIDGE,DETROIT,MI,48205,
13500160.531496062874794,339037.230643048882484,6921,21014811.,14669 ALMA,DETROIT,MI,48205,
13500627.367782145738602,340635.725065618753433,6922,21016607.,14842 TROESTER,DETROIT,MI,48205,
13456890.849409446120262,332022.356299206614494,6923,12011579.,15383 PARKSIDE,DETROIT,MI,48238,
13499935.317257210612297,339157.16732282936573,6924,21014892.,14624 MAYFIELD,DETROIT,MI,48205,
13499928.151902884244919,340190.737204730510712,6925,21016200.,14631 HAZELRIDGE,DETROIT,MI,48205,
13500915.97244094312191,339766.921587929129601,6926,21015455.,14890 YOUNG,DETROIT,MI,48205,
13500901.640748038887978,341108.232611551880836,6927,21017085.,14901 SEYMOUR,DETROIT,MI,48205,
13500439.735564306378365,341441.612860888242722,6928,21017323.,14813 SPRING GARDEN,DETROIT,MI,48205,
13455897.083989500999451,333625.112204730510712,6929,12012302.,15874 BELDEN,DETROIT,MI,48221,
13456678.4251968562603,333929.473425194621086,6930,12005792.,15922 WILDEMERE,DETROIT,MI,48221,
13456901.7070209980011,331770.594160109758377,6931,12011586.,15349 PARKSIDE,DETROIT,MI,48238,
13454965.331692919135094,331668.582020998001099,6932,12012895.,15348 PETOSKEY,DETROIT,MI,48238,
13455768.263451442122459,333118.165026247501373,6933,12012338.,15769 BELDEN,DETROIT,MI,48221,
13456718.24015748500824,333044.398950129747391,6934,12005763.,15744 WILDEMERE,DETROIT,MI,48221,
13456736.296259835362434,332590.138451442122459,6935,12005750.,15488 WILDEMERE,DETROIT,MI,48238,
13506911.547244101762772,325951.984580054879189,6936,21063131.,2981 ALTER,DETROIT,MI,48215,
13506939.086614176630974,325898.730314955115318,6937,21063133.,2969 ALTER,DETROIT,MI,48215,
13456028.070866137742996,333244.127296581864357,6938,12012164.,15791 FAIRFIELD,DETROIT,MI,48221,
13504565.539698168635368,323942.734908133745193,6939,21051714.,2627 COPLIN,DETROIT,MI,48215,
13506405.169947504997253,323826.104002624750137,6940,21056138.,2179 CHALMERS,DETROIT,MI,48213,
13504127.338910758495331,347579.400590553879738,6941,21025451.,16001 FAIRMOUNT DR,DETROIT,MI,48205,7500
13504109.597769021987915,349189.071194231510162,6942,21027721.,16013 CARLISLE,DETROIT,MI,48205,
13503105.618766397237778,345848.511482939124107,6943,21022940.,15653 LIBERAL,DETROIT,MI,48205,
13456283.796259835362434,333462.149606302380562,6944,12011863.,15833 MUIRLAND,DETROIT,MI,48221,
13456308.772965878248215,332898.50918635725975,6945,12011882.,15721 MUIRLAND,DETROIT,MI,48221,
13457091.346128612756729,333229.72670604288578,6946,12011261.,15779 ALDEN,DETROIT,MI,48238,
13456587.636482939124107,332492.347112864255905,6947,12005945.,15469 WILDEMERE,DETROIT,MI,48238,
13506655.10662730038166,324988.875,6948,21060125-0,2618 PHILIP,DETROIT,MI,,
13506677.986876636743546,324944.358267709612846,6949,21060123-4,2606 PHILIP,DETROIT,MI,,
13506696.691601052880287,324547.083989500999451,6950,21060668-70,2541 PHILIP,DETROIT,MI,,
13503572.330052495002747,345674.95767717063427,6951,21022669.,15810 LIBERAL,DETROIT,MI,48205,
13455368.849081367254257,333545.081692919135094,6952,12012457.,15858 HOLMUR,DETROIT,MI,48221,
13508795.376312330365181,318447.515419945120811,6953,21054427.,414 LAKEWOOD,DETROIT,MI,48215,
13508134.917650923132896,320536.453740164637566,6954,21055171.,754 CHALMERS,DETROIT,MI,48213,12500
13508261.024934381246567,319840.922244101762772,6955,21056230-1,635 CHALMERS,DETROIT,MI,48213,9088
13509763.572834640741348,317681.853674545884132,6956,21059879.,273 MARLBOROUGH,DETROIT,MI,48215,18000
13508632.06988188624382,318768.328412070870399,6957,21054436.,458 LAKEWOOD,DETROIT,MI,48215,
13505955.410761147737503,334911.852690294384956,6958,21070176.,9165 HAVERHILL,DETROIT,MI,48224,
13505434.142388448119164,332364.631233602762222,6959,21066880.,5567 NOTTINGHAM,DETROIT,MI,48224,
13504833.495734915137291,333870.706036746501923,6960,21003896-8,15500 HARPER,DETROIT,MI,48224,10500
13506850.601049870252609,324608.685695543885231,6961,21060110-1,2534 PHILIP,DETROIT,MI,,
13507174.967191606760025,323965.503280833363533,6962,21060090-0,2134 PHILIP,DETROIT,MI,,
13508261.787073493003845,333128.298228353261948,6963,21071183.,5274 THREE MILE DR,DETROIT,MI,48224,
13503397.298556432127953,331204.205052495002747,6964,21060503.,5551 PHILIP,DETROIT,MI,48224,
13506485.031496062874794,330066.998687669634819,6965,21065670.,4698 BEACONSFIELD,DETROIT,MI,48224,
13507900.58333332836628,320205.37007874250412,6966,21054473.,720 LAKEWOOD,DETROIT,MI,48215,12200
13507154.461942255496979,324005.541010499000549,6967,21060091-0,2144 PHILIP,DETROIT,MI,,
13509330.582349076867104,318977.273622050881386,6968,21059104.,442 MARLBOROUGH,DETROIT,MI,48215,1200
13506419.519028872251511,325084.878937005996704,6969,21060648-9,2661 PHILIP,DETROIT,MI,,
13506439.261811017990112,324764.301181107759476,6970,21059262.,2600 MARLBOROUGH,DETROIT,MI,48215,
13509362.304790019989014,318914.877624675631523,6971,21059102.,434 MARLBOROUGH,DETROIT,MI,48215,1200
13506959.418963253498077,324386.900262460112572,6972,21060105.,2228 PHILIP,DETROIT,MI,48215,
13500969.230971127748489,335792.236876636743546,6973,21008325.,14476 WILSHIRE,DETROIT,MI,48213,
13506641.723097115755081,324653.922572180628777,6974,21060664-5,2559 PHILIP,DETROIT,MI,,
13506632.06003937125206,325033.225721791386604,6975,21060126-7,2630 PHILIP,DETROIT,MI,,
13504611.198818892240524,347269.117454066872597,6976,21025048.,16095 ROSSINI DRIVE,DETROIT,MI,48205,
13503378.447178483009338,345993.746719166636467,6977,21023072-3,15706 MANNING,DETROIT,MI,48205,7500
13505739.080380573868752,336746.027887135744095,6978,21066578.,10278 NOTTINGHAM,DETROIT,MI,48224,
13506041.758858263492584,335722.105643048882484,6979,21068294.,9553 MCKINNEY,DETROIT,MI,48224,
13502697.784448817372322,338155.347112864255905,6980,21072003.,11351 STOCKWELL,DETROIT,MI,48224,
13503499.23162730038166,346521.444553807377815,6981,21023883.,15801 TACOMA,DETROIT,MI,48205,
13501072.234251961112022,335028.098425194621086,6982,21055523-5,9720 CHALMERS,DETROIT,MI,48213,
13509480.873687669634819,319455.359251961112022,6983,21059965-6,482 PHILIP,DETROIT,MI,48215,
13506804.69914698600769,324038.440616801381111,6984,21059237-9,2180 MARLBOROUGH,DETROIT,MI,,
13505736.479330703616142,324824.418635174632072,6985,21054582.,2678 LAKEWOOD,DETROIT,MI,48215,
13506584.502952754497528,324111.629593178629875,6986,21059703-4,2215 MARLBOROUGH,DETROIT,MI,,
13506631.959317579865456,324018.01837269961834,6987,21059707.,2191 MARLBOROUGH,DETROIT,MI,48215,
13506184.01837269961834,324642.101049870252609,6988,21055283-4,2598 CHALMERS,DETROIT,MI,,
13502459.548884510993958,342332.145341202616692,6989,21018024.,15426 GLENWOOD,DETROIT,MI,48205,
13502837.255249351263046,338988.225721791386604,6990,21057430.,11766 PAYTON,DETROIT,MI,48224,8200
13506208.869422569870949,324849.252624675631523,6991,21059678-9,2639 MARLBOROUGH,DETROIT,MI,,
13502215.682086616754532,348457.722112864255905,6992,21026721.,15431 EDMORE DR,DETROIT,MI,48205,
13503050.639435693621635,346305.456036746501923,6993,21023538.,15642 TACOMA,DETROIT,MI,48205,
13502244.716863512992859,347303.781824141740799,6994,21025188.,15420 FAIRMOUNT DR,DETROIT,MI,48205,11400
13504950.630577430129051,331308.053805768489838,6995,21064261-2,5260 MARYLAND,DETROIT,MI,,
13505464.075459316372871,330569.198818892240524,6996,21002788.,15141 E WARREN,DETROIT,MI,48224,3400
13505345.387139111757278,337324.436351701617241,6997,21072310-1,10514 WHITTIER,DETROIT,MI,48224,2000
13503570.710629925131798,337009.700787395238876,6998,21058589.,10709 STRATMANN,DETROIT,MI,48224,
