OBJECTID,GEOID10,GlobalID,OCC_RES,OCC_BUS,VAC_RES,VAC_BUS,TotalAddresses,TotalOCC,TotalVAC,TotRES,TotBUS,PctVAC,Shape__Area,Shape__Length
5555,261635412001001,f989b8e8-cbbc-4feb-9e8b-81368f1b5589,17,1,5,,23,18,5,22,1,0.217391304347826,359915.398925781,2775.22397707421
5556,261635412002001,1bca3fcb-da38-4cd6-84d7-041f3753a1df,29,,18,,47,29,18,47,0,0.382978723404255,757805.751953125,3981.98206143517
5557,261635411004002,6890b0db-7068-40a8-8cb5-b35f81f6ea94,82,,16,,98,82,16,98,0,0.163265306122449,1260155.65576172,5167.58921530984
5558,261635315002007,00e5fbdb-bc4d-41f9-a0ce-c689ec65c89e,59,,36,,95,59,36,95,0,0.378947368421053,272593.411621094,2300.21619545273
5559,261635315003003,76aebb8c-41db-4fd2-b7c8-e2eaf5d70e42,67,,16,,83,67,16,83,0,0.192771084337349,272309.751708984,2299.39006218827
5560,261635249002019,05da85ea-43ac-4a06-8a0a-249de6043525,3,,1,,4,3,1,4,0,0.25,114687.642089844,1387.77847105739
5561,261635249002046,59ee54f4-f019-4626-b611-cf181862c6e6,9,,1,,10,9,1,10,0,0.1,173933.688720703,1754.74785251502
5562,261635241003011,9f1509b9-15ac-485b-a531-78b7c6be164f,26,,5,,31,26,5,31,0,0.161290322580645,207793.477783203,2100.34730985819
5563,261635184001016,3ffdeb31-06a6-4eed-8bfa-666d60cbda43,,1,,1,2,1,1,0,2,0.5,253930.625976563,2052.189145555
5564,261635184001015,adfd7c12-515b-48ca-957e-59f2ddcb22c9,5,2,3,1,11,7,4,8,3,0.363636363636364,259496.096435547,2073.05413549591
5565,261635184001033,71e3fe00-30fb-44b9-9d65-e8ecfea586c7,2,1,2,4,9,3,6,4,5,0.666666666666667,256460.592285156,2058.32692874722
5566,261635180001007,32f41f82-7d26-4dd0-80f3-cb41a523d6ed,112,3,3,4,122,115,7,115,7,0.0573770491803279,275767.701660156,2139.53923980296
5567,261635180002021,871b18cd-4d2e-4b4b-b308-df5debc840f1,19,,26,,45,19,26,45,0,0.577777777777778,153810.290527344,1574.5265021044
5568,261635180001010,e784be75-fa8d-4fd7-8a89-f6157dc87bf0,,2,,,2,2,0,0,2,,226821.017333984,2069.68665283901
5569,261635180002012,5e62474a-62a2-48c0-8b74-83b03cd0a934,40,1,2,1,44,41,3,42,2,0.0681818181818182,269515.652587891,2120.10153801807
5570,261635175002006,cbd290d6-dcfe-4d17-bb98-7fc170b33da9,35,2,7,,44,37,7,42,2,0.159090909090909,278845.721923828,2173.70582169776
5571,261635215001082,e6e1d1bf-9b8a-4fd0-861c-67ca8c107fae,1,1,,,2,2,0,1,1,,130743.674560547,1450.35416349263
5572,261635215001062,396d39b3-ed8d-44fb-b900-de225447f4b9,7,2,1,1,11,9,2,8,3,0.181818181818182,184461.327636719,1833.77788784981
5573,261635214001071,8e32b1cc-95ba-4cb9-84e8-0474f3e57540,17,2,2,1,22,19,3,19,3,0.136363636363636,199145.755615234,1841.87572747672
5574,261635211001016,8eb1552c-4018-4281-ba7d-36097d87ece5,3,1,,1,5,4,1,3,2,0.2,165062.250488281,1719.42186849105
5575,261635211001015,79eb2b19-1c62-492e-902e-7a2df978e2e4,19,9,1,,29,28,1,20,9,0.0344827586206897,1271725.83935547,4882.26128574247
5576,261635047001003,f793d642-be8a-485d-9a5a-e86894405c9f,16,1,4,,21,17,4,20,1,0.19047619047619,410990.005859375,3631.46137624281
5577,261635047001010,8ba221f3-48d8-4942-a733-c02398387f5a,2,1,2,8,13,3,10,4,9,0.769230769230769,198399.732910156,1860.78406119201
5578,261635110001010,bcbf7ee8-1b8a-437d-b862-6028a57d6165,,1,,8,9,1,8,0,9,0.888888888888889,252417.798339844,2023.89901855971
5579,261635159002010,2c5f6a30-a048-49a2-b812-ff880d4d7947,4,,6,,10,4,6,10,0,0.6,181277.382080078,1804.93583346452
5580,261635186001011,aba6e320-fcc7-4d82-895d-e36bec82a1d8,3,1,9,1,14,4,10,12,2,0.714285714285714,151038.929443359,1562.25715496878
5581,261635161002012,2f2229b8-34b3-45f8-b5a8-15c095491f89,,2,7,1,10,2,8,7,3,0.8,125904.693603516,1454.54157505768
5582,261635161001000,b5d80672-84e3-448a-b6e8-6d5a207bff8c,5,1,1,1,8,6,2,6,2,0.25,208378.953613281,1834.37583939
5583,261635366005000,b0ca38dc-0282-4de9-aba1-2705933455b6,,13,,4,17,13,4,0,17,0.235294117647059,1425027.31005859,6681.65240114536
5584,261635364003008,0fe060bf-b1b6-4ae3-b52c-30dd9770af83,16,,5,,21,16,5,21,0,0.238095238095238,227420.841308594,2250.54474225512
5585,261635365001014,4cc3a287-c21b-45f3-9710-063dc9a24355,41,,29,,70,41,29,70,0,0.414285714285714,613258.0234375,3147.74556531668
5586,261635440002028,faba56f7-a81c-4a81-acd3-d3618853c95b,20,,1,,21,20,1,21,0,0.0476190476190476,100011.040527344,2009.6697932084
5587,261635440001001,19303069-afe2-489d-b5ff-bb1ad2cc03d2,23,,2,,25,23,2,25,0,0.08,193001.435546875,1940.99953977685
5588,261635441001004,8d760b5f-73de-4db3-af8c-bbc66fb36973,24,,5,,29,24,5,29,0,0.172413793103448,220635.230224609,2063.64004562068
5589,261635404001001,b76e29b7-8d83-4066-89a2-aba69bb5fe15,24,,2,,26,24,2,26,0,0.0769230769230769,272164.151855469,2204.24922208615
5590,261635463001010,c5b80b58-b9de-4bdd-a326-1ff9528d084b,27,2,2,4,35,29,6,29,6,0.171428571428571,288545.191650391,2402.30323292308
5591,261635302004008,7c143230-6f76-4d60-96ea-e715be6691e3,20,7,,6,33,27,6,20,13,0.181818181818182,360469.469726563,3199.8272296355
5592,261635302004002,7cd42f6d-2ee0-482c-9d17-8ce86b5c9f8f,,1,34,,35,1,34,34,1,0.971428571428571,811876.184570313,3615.53102223574
5593,261635302002008,562460ba-2b01-41c5-9544-7ca2d92a143b,36,3,9,1,49,39,10,45,4,0.204081632653061,295709.375,2451.39105948684
5594,261635364003009,db7cc865-0ee5-4761-8cb8-d374331d4a66,19,1,8,5,33,20,13,27,6,0.393939393939394,235677.364746094,2313.92903369352
5595,261635351002015,ad92115b-18dc-4c7f-b1e7-1ee7deed7131,24,1,5,,30,25,5,29,1,0.166666666666667,300476.625488281,2477.05554167921
5596,261635373003004,8ede423c-df53-42dc-894f-381f59441b30,37,,18,,55,37,18,55,0,0.327272727272727,329493.973876953,2951.25620738145
5597,261635373003003,82607e5d-79d6-4c68-8217-7dc5eaa104d1,43,2,16,,61,45,16,59,2,0.262295081967213,433771.778320313,3127.03839362094
5598,261635382001019,3fed0c83-d86b-4dfe-bcec-512fd1319187,27,,,,27,27,0,27,0,,332924.795898438,2720.07807012772
5599,261635382001023,5b17e7f8-ab28-436e-837d-58583eb17e3a,29,,,,29,29,0,29,0,,256945.637207031,2254.8358641629
5600,261635386001006,5a09d36f-3d98-4e50-8bae-4068f52545ce,30,,2,,32,30,2,32,0,0.0625,190074.728027344,1891.13609193847
5601,261635385001000,0c86bf8c-b4f0-4fce-927b-2f4cfbe379b7,44,5,2,,51,49,2,46,5,0.0392156862745098,492061.869140625,3610.48851973437
5602,261635386002009,505d5869-eff7-453f-9789-69dcc57fdb82,17,5,,1,23,22,1,17,6,0.0434782608695652,191494.843261719,1900.23888880338
5603,261635385002004,81a91b8f-2de8-4c14-be80-8abe96ee74df,27,,2,,29,27,2,29,0,0.0689655172413793,204638.502929688,1946.422427384
5604,261635385002003,c460c8ae-b257-49a5-a539-65588b43c8b1,28,,3,,31,28,3,31,0,0.0967741935483871,193147.762207031,1913.29201361211
5605,261635385002000,05113ed6-02e2-41ae-8c7d-1c16a8be4da4,25,6,3,,34,31,3,28,6,0.0882352941176471,198579.61328125,1930.64740866572
5606,261635384001009,a1a52637-858e-4d0f-8a73-2d6e5df771c0,20,,,,20,20,0,20,0,,207747.774902344,1857.07416241362
5607,261635384002009,9f77bd20-992d-4048-b4d5-938c02bce7b5,23,,,,23,23,0,23,0,,274774.479492188,2215.01125780266
5608,261635384001003,6cfe14d9-a6fb-44e3-8e12-d28d9b66b256,27,,,,27,27,0,27,0,,275338.296386719,2250.18496571995
5609,261635384001002,67fc9dba-650a-4b36-aa27-75df9251dfd0,26,,,,26,26,0,26,0,,252289.269042969,2189.91375667681
5610,261635384003009,d7defb0b-415a-403d-a683-9ca53d71fcff,21,,1,,22,21,1,22,0,0.0454545454545455,228108.110839844,1964.87230620113
5611,261635384004006,45675f42-3179-497b-be77-286a5be66705,32,,4,,36,32,4,36,0,0.111111111111111,185183.526855469,1928.97300464619
5612,261635384004014,72704be1-9c4b-44bd-8ba6-c7c4a2a6d1eb,29,1,6,2,38,30,8,35,3,0.210526315789474,180076.062988281,1923.7816920137
5613,261635407004002,ad877a53-6a95-4439-9476-0e2de53b499b,20,,4,,24,20,4,24,0,0.166666666666667,177237.426269531,1831.23232429058
5614,261635408002024,9d2d3114-f56a-4786-ab3f-9fef07237175,18,,2,,20,18,2,20,0,0.1,196144.65625,1885.60001888968
5615,261635406001004,5cfa1fbc-423d-4a7c-b98c-133599cc17a0,18,1,11,4,34,19,15,29,5,0.441176470588235,250515.552734375,2333.60155490446
5616,261635406004006,a655ac0f-7c5a-4caf-a152-23a7314c182e,42,,2,,44,42,2,44,0,0.0454545454545455,327757.681152344,2811.679094788
5617,261635395003005,c654a356-f352-4e29-9d01-7752b434fb5c,20,,,,20,20,0,20,0,,195714.487792969,1854.15493608691
5618,261635395003011,e4f565c2-092c-451c-9d30-3e001eab4377,19,,,,19,19,0,19,0,,200214.25,1881.3294324321
5619,261635392002009,3bf8d5cf-b107-454e-bbbc-1e484ab616c4,38,,3,,41,38,3,41,0,0.0731707317073171,289659.660644531,2460.49580439384
5620,261635393001002,6c194a92-5df2-446d-aa40-49e172ebf62b,27,,,,27,27,0,27,0,,222860.407226563,2021.52860122116
5621,261635392001006,41069ce9-eb7c-42a3-a0c1-e1be597f8872,27,,3,,30,27,3,30,0,0.1,235299.805664063,2195.70139746454
5622,261635393003000,84df723f-5504-4cc4-8ea8-02e1d2b6c99d,30,,,,30,30,0,30,0,,199562.953613281,1945.64469801614
5623,261635393003018,c0c70d6f-ed54-479b-9dd0-8b27bd372657,22,,1,,23,22,1,23,0,0.0434782608695652,179954.587890625,1817.15181359296
5624,261635393004019,ec702510-37da-4862-885f-0afcc7862576,13,3,2,1,19,16,3,15,4,0.157894736842105,260642.62109375,2100.3004489744
5625,261635243001005,1be789b4-306c-480b-9286-57b0504343e2,29,1,3,,33,30,3,32,1,0.0909090909090909,280583.098388672,2309.66420268316
5626,261635208001056,82007f73-aaf0-46c4-9394-a5582e47d64c,,13,,,13,13,0,0,13,,137363.664794922,1459.20870466681
5627,261635245001022,f52dc635-7bc4-431e-8067-9d1f2e59fca8,,,,1,1,0,1,0,1,1,976281.965332031,6291.0328964787
5628,261635247006010,62eb3bd0-a14d-4bb4-bcf5-f1a85ab6601c,6,,1,,7,6,1,7,0,0.142857142857143,418778.188964844,2619.61887134261
5629,261635247006013,e9d90db7-e785-414f-937a-f3f4a16c1bfe,21,1,1,,23,22,1,22,1,0.0434782608695652,243456.696777344,2106.48875451918
5630,261635247006012,0bccdd51-cd44-4290-b9b9-e77fc317a474,25,,3,,28,25,3,28,0,0.107142857142857,249697.051757813,2169.66011503473
5631,261635332003003,a9c29357-2c97-4618-99ac-48ac0fd51ab7,6,,10,7,23,6,17,16,7,0.739130434782609,244134.860351563,2262.31160582287
5632,261635257003007,ac3c846d-700c-41d9-930b-160ac5b2ed28,77,1,11,,89,78,11,88,1,0.123595505617978,270026.700439453,2532.32502671613
5633,261635258002002,97b27d8b-06f9-4523-989e-8e79a37faf4c,7,,1,,8,7,1,8,0,0.125,57424.1762695313,1023.2979574253
5634,261635258002004,7aa6b9b8-57a8-419b-bf58-b6454ebd2535,18,,7,,25,18,7,25,0,0.28,178564.602050781,1793.65202241365
5635,261635258002007,cf7c6643-a457-425f-a055-17339e341158,15,,4,,19,15,4,19,0,0.210526315789474,108101.299560547,1315.94183578231
5636,261635258002021,3f348bc0-a1ce-422f-9d82-90404f07d30c,5,5,3,2,15,10,5,8,7,0.333333333333333,186696.266601563,2015.81382125129
5637,261635241001009,ac0c0d06-b0a2-4b4d-af50-69c187ae0ea3,40,,3,,43,40,3,43,0,0.0697674418604651,253826.849853516,2286.22919863856
5638,261635257001006,f0f7e4ba-f878-48e9-854c-f9d16452b850,48,1,5,,54,49,5,53,1,0.0925925925925926,252152.881103516,2407.71519295379
5639,261635241003002,99fc7a7a-4290-4a83-a923-869c7448ffa4,28,1,14,1,45,30,15,42,2,0.333333333333333,230049.985351563,2257.00912269106
5640,261635129002018,0085061e-ec26-475f-9603-3540a2142ae1,,3,3,,6,3,3,3,3,0.5,772511.832763672,3698.88940391572
5641,261635225001016,f97810d6-ce33-4f62-a3c5-15cc68244f05,,95,,6,101,95,6,0,101,0.0594059405940594,229346.870605469,1922.92506022137
5642,261635218001017,456877e4-b4d2-4e36-ba91-8a2c0caafab5,130,1,1,,132,131,1,131,1,0.00757575757575758,271035.938720703,2116.17891447567
5643,261635189001060,3634e0a5-3119-4d4d-a6fd-7092e24a8edc,,3,,,3,3,0,0,3,,91485.9792480469,1217.19855212372
5644,261635047001013,240ab73f-9107-40bf-8a17-150cd45cde9d,15,1,5,,21,16,5,20,1,0.238095238095238,176714.190917969,1777.12047589745
5645,261635121004012,357f201f-99fb-41eb-9a62-ee797a10e78f,23,,9,,32,23,9,32,0,0.28125,221998.886230469,1955.95995275133
5646,261635011004012,f11b6e78-2dde-4940-9832-ec88c1448484,27,,1,,28,27,1,28,0,0.0357142857142857,209823.780273438,1956.15879177717
5647,261635014001005,09fb4ca3-b52a-40db-a8c5-292b13d77c65,21,,1,,22,21,1,22,0,0.0454545454545455,184299.86328125,1838.02762307641
5648,261635017001015,6a0b0b8f-acf0-4f03-8f91-e7ca8adfa1bc,6,5,,3,14,11,3,6,8,0.214285714285714,129703.994140625,1504.95350199534
5649,261635017002017,ffee07de-0ccf-4a06-94b4-349b862911da,21,2,2,,25,23,2,23,2,0.08,429649.042480469,3393.76447257477
5650,261635068003028,ff472bde-f8e6-4c9f-9380-46ec46dd76fb,29,,4,,33,29,4,33,0,0.121212121212121,210815.471191406,2120.7122853633
5651,261635104003003,199731a4-077e-446a-86cc-aea9726f8ab1,,1,,,1,1,0,0,1,,95908.5454101563,1973.79414188479
5652,261635072002018,f2abfe79-6d33-44b2-9a41-b878a960aa8a,,,3,,3,0,3,3,0,1,154348.088378906,1728.75870244745
5653,261635104002014,69c1edb9-c28a-4cef-9412-3a891f9ec45e,1,1,,,2,2,0,1,1,,780604.730957031,8085.63952196219
5654,261635050001011,bb0bd0cd-ccfa-43d1-951b-35e0515af062,18,,,,18,18,0,18,0,,168129.19140625,1684.14241500156
5655,261635050001010,3555f3a1-3a4c-4f7b-9470-1cf2e983fd58,9,,4,,13,9,4,13,0,0.307692307692308,148702.654296875,1609.25172547905
5656,261635050001013,a5579b74-034c-4ef0-b1fc-a40ccd02b25d,26,,8,,34,26,8,34,0,0.235294117647059,231822.43359375,2186.12262249241
5657,261635049004004,db8a0bae-7436-44b0-be33-f63592ac225e,27,,1,,28,27,1,28,0,0.0357142857142857,215485.463378906,1964.94020835374
5658,261635049003013,e2967fd9-acbb-475d-a3af-b510c436397c,22,,5,,27,22,5,27,0,0.185185185185185,190761.456054688,1813.11668192857
5659,261635052004004,b5fecf4f-2573-48b5-a08b-78e6582e1ba0,20,,14,,35,21,14,34,0,0.4,250691.313964844,2196.29742654179
5660,261635033004010,8bdece2b-b589-4daa-9a62-4358e334443b,14,,18,,32,14,18,32,0,0.5625,219056.989746094,1982.40292848738
5661,261635049001009,9fd8e609-77a0-4340-bd27-2888c734f685,14,,1,,15,14,1,15,0,0.0666666666666667,111606.382324219,1653.19502459667
5662,261635368001013,a900d068-5878-4dd1-9dff-1fad8567e9b3,19,1,4,,24,20,4,23,1,0.166666666666667,192972.689941406,1896.78383038085
5663,261635367001002,3ad74d6e-597e-477e-be12-1a8bdc4f2b2d,12,,7,,19,12,7,19,0,0.368421052631579,241736.040527344,2236.9807417558
5664,261635361003002,03b9593f-29df-4338-87a2-02fb66b3a7bf,27,,13,,40,27,13,40,0,0.325,180796.571289063,1814.50610548529
5665,261635361002006,f41767b0-94bf-4a31-a045-24fcc7aa34d4,20,1,38,2,61,21,40,58,3,0.655737704918033,263074.765625,2370.34415646429
5666,261635396002016,f28a8189-ad0f-4e7d-9615-70699164a1bf,21,,2,,23,21,2,23,0,0.0869565217391304,196863.762695313,1897.63884114853
5667,261635396002026,b241c1c4-da47-4025-8e47-91c3cf631fc3,25,,2,,27,25,2,27,0,0.0740740740740741,226525.926757813,2021.69191262516
5668,261635396002013,1b3c1251-b317-4457-b1ce-5ecd31f9a8f9,2,9,,3,14,11,3,2,12,0.214285714285714,71425.4350585938,1151.60360815223
5669,261635394003020,669addcf-a6ec-46b1-a248-490e928a037d,31,1,6,,38,32,6,37,1,0.157894736842105,210124.240234375,1954.03564146823
5670,261635395002016,b8463043-4966-479f-923a-85d4ee90b958,,22,,,22,22,0,0,22,,889730.478027344,4077.0041932948
5671,261635394003028,7dbe908e-ef21-48fc-9f46-68873eae3248,28,,4,,32,28,4,32,0,0.125,207538.935058594,1946.70314128387
5672,261635394003018,8d61af6a-7e85-49a2-9bcf-a5af13830802,4,8,1,3,16,12,4,5,11,0.25,109439.696777344,1370.34696909638
5673,261635394003029,be7fcd09-58e9-4a97-8b52-a58f0d07197e,23,5,2,,30,28,2,25,5,0.0666666666666667,213261.208007813,1983.89396510229
5674,261635405004008,3658ac2b-1d69-4ff3-a0f2-3cfe2c140b28,38,,6,,44,38,6,44,0,0.136363636363636,340507.754394531,2899.02869644816
5675,261635406003002,cdb62017-4148-458e-aac5-e4c868934b84,42,7,1,,50,49,1,43,7,0.02,381145.901367188,3102.36286366663
5676,261635405001006,958751c7-0485-42d2-b874-48536cc00453,53,,7,,60,53,7,60,0,0.116666666666667,375231.137207031,3154.26775832097
5677,261635247006011,0338e939-a8d3-406d-957b-535f8229e4c0,21,,5,,26,21,5,26,0,0.192307692307692,243948.336669922,2152.70879970194
5678,261635107002008,7cfc3c4b-04b3-4c26-b2a5-04582cf470e8,23,,2,,25,23,2,25,0,0.08,214235.768554688,2256.37260690809
5679,261635110004011,2a10350a-5da4-4f19-b3bb-e7088af3a722,11,2,6,1,20,13,7,17,3,0.35,214231.185058594,2305.87327986125
5680,261635110004017,f0c14292-f489-4ca9-9137-d9e41b0f6c57,3,1,2,1,7,4,3,5,2,0.428571428571429,196955.290039063,2067.86301553358
5681,261635220001056,f8bb0ce8-5913-460a-b464-ed775ed71f09,17,1,,,18,18,0,17,1,,96180.1672363281,1259.87157278128
5682,261635220001057,c6cb2fba-4719-425f-8314-c3f1de9a4c16,20,,,,20,20,0,20,0,,89691.6271972656,1234.38361894076
5683,261635202002000,b040dd9e-4a61-4cc8-934c-5042412e3b97,,2,,1,3,2,1,0,3,0.333333333333333,323835.233642578,2276.67006942241
5684,261635180001006,19dd6e95-64bf-4dd2-b97e-03fdabf076d6,,2,,1,3,2,1,0,3,0.333333333333333,278045.702392578,2175.73517119611
5685,261635202002007,d7592822-8172-4ed8-983c-4988ef573c1e,154,11,4,1,170,165,5,158,12,0.0294117647058824,418776.7421875,2598.65001025324
5686,261635202001008,ae6ed746-39f4-4e74-a211-b46c4cb906c6,70,,,,70,70,0,70,0,,281571.155517578,2172.88951997679
5687,261635202001009,382a5f35-4c86-4edc-829b-67bc0ffff5c5,178,12,1,,191,190,1,179,12,0.00523560209424084,282250.520751953,2173.29037237681
5688,261635214001074,c14a631c-84b0-43fb-b7b2-f79c7558a745,,,,1,1,0,1,0,1,1,196904.515625,1851.95817152539
5689,261635110004006,a3498867-4031-432c-8201-785d0728a16d,,1,,,1,1,0,0,1,,74951.2778320313,1097.27619034118
5690,261635110004015,6164ea3f-4f15-495c-b778-dc7f8fcbb361,,1,,,1,1,0,0,1,,95673.4326171875,1264.0802988537
5691,261635005001012,f8ab2d91-8d8c-4217-87ba-cc25ef9a84af,18,,6,,24,18,6,24,0,0.25,193253.112304688,1907.71433568422
5692,261635005001016,b367b992-1b0c-4e10-a72e-b95ecfbdf173,9,5,1,,15,14,1,10,5,0.0666666666666667,197779.005371094,1933.95462547302
5693,261635311002003,415175a2-b7f0-4847-b048-099dfff17c6d,25,,1,,26,25,1,26,0,0.0384615384615385,247307.869140625,2238.19435905284
5694,261635334003003,f718564d-a201-4fba-b81a-df844daacc61,22,,16,,38,22,16,38,0,0.421052631578947,190332.175292969,1947.67967424129
5695,261635332002001,5affa66a-f8b6-4298-b4fb-c4cc88fb3a6c,28,,29,,57,28,29,57,0,0.508771929824561,264152.817382813,2519.92418625841
5696,261635311001008,d7a3c536-76bf-4e7a-989a-88e81b87cab6,7,,17,3,27,7,20,24,3,0.740740740740741,677923.814208984,3348.29041212932
5697,261635332001000,73172d5a-4519-4115-8f12-b44e0ced9b60,13,1,16,1,31,14,17,29,2,0.548387096774194,216967.181884766,2207.21462487461
5698,261635312002006,770e306d-a48e-4bfc-947c-8bb72010d6d2,32,,2,,34,32,2,34,0,0.0588235294117647,312021.639404297,2474.39488666044
5699,261635073003032,5f3395b8-29b6-4b0c-98ac-fd60ea9946a9,10,,13,,23,10,13,23,0,0.565217391304348,215451.943359375,1962.51194073591
5700,261635075001018,57edf0a3-a2e0-4a37-8d06-c14a5f61977f,11,2,18,1,32,13,19,29,3,0.59375,276656.753417969,2334.15922310854
5701,261635074001005,45dcd484-5ce8-46b1-8372-1d0606b8e69c,25,2,5,,32,27,5,30,2,0.15625,293617.912109375,2456.92073958053
5702,261635074003008,8f9c85e1-a87d-46a4-b40b-c640fbd9e818,21,3,3,,27,24,3,24,3,0.111111111111111,309149.545898438,2446.83839800047
5703,261635069005003,222b1240-55d2-4088-b147-e56af531bc80,33,,5,,38,33,5,38,0,0.131578947368421,273770.881835938,2315.74200520043
5704,261635069005009,8bfc9a11-1e1b-490a-ad1e-b134a842e54d,28,,5,,33,28,5,33,0,0.151515151515152,284700.369628906,2381.72540066264
5705,261635074001001,96940339-9576-4062-8a65-48e080a1d94e,15,8,16,4,43,23,20,31,12,0.465116279069767,307076.445800781,2518.25160875816
5706,261635107001004,fd39c249-3713-4dc9-ac6a-3f5d268afb24,15,,3,,18,15,3,18,0,0.166666666666667,257386.825195313,2502.10281201551
5707,261635110003021,9dbfba83-b44b-4c63-a84a-c6d0020c3680,25,,5,,30,25,5,30,0,0.166666666666667,290355.599121094,2581.68219657595
5708,261635048002008,d7ea05e3-1658-42fd-82f8-b0a051210333,5,3,3,,11,8,3,8,3,0.272727272727273,246800.152832031,2941.55505589961
5709,261635273001005,72f1a274-9481-4784-a813-f5d90999992b,9,2,11,,22,11,11,20,2,0.5,203443.604736328,2004.62893438743
5710,261635222001024,a7cac8b5-2b6f-4db3-95e6-48f3d0877fef,8,,12,1,21,8,13,20,1,0.619047619047619,192835.639648438,1880.90525491684
5711,261635222001023,c80d34f6-c3a6-45c3-b1cb-f0dc8787e0d9,12,,35,,47,12,35,47,0,0.74468085106383,485683.595947266,3587.59526828406
5712,261635273001025,94836784-70e4-49b1-92f6-8ec1e8794e2a,,,1,,1,0,1,1,0,1,137759.886230469,1509.49765512335
5713,261635254003011,2d5d55f0-c39f-4272-b610-2254f789c19a,8,,2,,10,8,2,10,0,0.2,297845.398681641,2251.29663395845
5714,261635254003003,75f4ec2c-a450-4729-aee7-d0c4b06e8d93,9,,5,1,15,9,6,14,1,0.4,217457.778564453,1934.41904449954
5715,261635333001002,c549d947-a44e-4a3b-b8c6-583959ed2152,15,,11,,26,15,11,26,0,0.423076923076923,250219.493652344,2296.22863670268
5716,261635333001004,f116a005-6bca-403b-ba00-3ab08ff55994,17,,10,,27,17,10,27,0,0.37037037037037,250310.089111328,2300.22960245138
5717,261635071001000,2aedeb17-1683-49e7-b454-cccb6e91255f,3,1,4,,8,4,4,7,1,0.5,211103.981933594,2183.74386677341
5718,261635071001001,90b63d8d-779b-4441-ac20-0faa6d284449,17,2,9,1,29,19,10,26,3,0.344827586206897,244549.412597656,2321.52319097245
5719,261635071001009,6aa31e73-a220-40e1-afbf-cad78cc08033,,1,,,1,1,0,0,1,,58285.7314453125,1243.3263279725
5720,261635072001004,55d467ce-8045-4ad8-b9a2-62c0199d1db3,11,,17,,28,11,17,28,0,0.607142857142857,237166.549804688,2271.98549113074
5721,261635072001001,246b7fa0-e398-41c9-b752-0c23794e0c1b,25,,14,,39,25,14,39,0,0.358974358974359,244097.079101563,2287.94853812752
5722,261635071003006,ed9cb1f7-9013-47dc-9729-c2ba49e9a205,25,,10,,35,25,10,35,0,0.285714285714286,230448.832519531,2262.01778290682
5723,261635104002024,058661b4-6154-474f-945b-6ca080fe03e5,11,1,5,,17,12,5,16,1,0.294117647058824,1017139.59130859,5074.22857033716
5724,261635105001020,49750c54-0d0b-40f0-80d5-3f7c0639362a,5,,4,,9,5,4,9,0,0.444444444444444,92533.0209960938,1228.46028498399
5725,261635105001026,972ab535-5ba9-4bf6-95c0-460f14d5b0df,7,,6,,13,7,6,13,0,0.461538461538462,195648.973144531,2009.00779362775
5726,261635105001029,2f5b0583-c817-4d49-a9c0-fb419f6298cc,16,1,6,,23,17,6,22,1,0.260869565217391,285988.604980469,2593.21607352912
5727,261635049003021,1bc025f4-e6d1-4e26-a301-9a5401117252,22,2,12,3,39,24,15,34,5,0.384615384615385,267665.591308594,2278.50347686487
5728,261635049003018,a46c732a-955c-4045-84d0-cf626a3f8336,19,,13,,32,19,13,32,0,0.40625,192802.030761719,1836.29277465176
5729,261635036003015,a60dd8a6-6040-4b80-b6ce-afc1623c2bcc,20,,1,,21,20,1,21,0,0.0476190476190476,167690.322753906,1718.4138548565
5730,261635052004006,a9dcba98-cfad-4c16-9646-5d7304cf9723,30,,3,,33,30,3,33,0,0.0909090909090909,208901.791992188,1952.85821458177
5731,261635035005011,b0becdb0-8ec0-41ef-b987-1616e32b0a14,19,,7,,26,19,7,26,0,0.269230769230769,221230.08203125,1997.81348790217
5732,261635036002004,f717cb36-ed3d-421b-8ba7-91c397429a0b,9,1,19,1,30,10,20,28,2,0.666666666666667,252610.073730469,2281.88968742673
5733,261635054001000,77e59465-6687-4a53-a0f1-099e18c198ad,6,1,3,1,11,7,4,9,2,0.363636363636364,96843.76171875,1292.71685792865
5734,261635020001016,784d643f-edd3-4f33-aa3f-ed46cba18eee,1,,1,,2,1,1,2,0,0.5,109343.143554688,1651.32702144671
5735,261635019004009,221727ee-4c64-4c1a-b641-ce5439fc1601,20,,5,,25,20,5,25,0,0.2,575576.688476563,3061.65712096245
5736,261635341002000,71d3ddd1-7633-43ff-81b8-35ee8401c71c,38,,,,38,38,0,38,0,,209305.916992188,1982.84265211314
5737,261635365002005,7236bcbd-5540-456a-9110-81966c243687,47,,32,,79,47,32,79,0,0.405063291139241,312351.54296875,2710.48182525623
5738,261635365002002,30fd520c-ec21-4eb6-877f-3bc3c5b772b7,42,,19,,61,42,19,61,0,0.311475409836066,255121.354980469,2324.02151316412
5739,261635304001005,026e3bac-b4c2-4c3a-9880-5548e7cbb43d,29,,11,,40,29,11,40,0,0.275,186287.500244141,1850.94634285473
5740,261635365002004,479efdb4-223a-4320-b86a-86888d1b36de,37,3,19,2,61,40,21,56,5,0.344262295081967,306108.346435547,2697.95947028375
5741,261635258001001,5b19f22d-1c50-45fb-9aa6-c562d121adb9,26,,6,,32,26,6,32,0,0.1875,164602.961425781,1641.83741789817
